"","AAPL","BAC","BLK","CME","CMG","CRM","DXC","EA","FB","GD","GOOG","GOOGL","GS","HPE","IBM","INTC","JPM","KO","MCD","MSFT","NDAQ","NFLX","NOC","NVDA","QCOM"
"GOOG",0.39048830043252,0.232879032788598,0.291022022277305,-0.0173308504543375,0.0694258377123486,0.302087043461192,0.0515658316195702,0.150855280035944,0.340956133725158,0.200288128032725,1,0.996690873099476,0.158807019517129,0.146405046350018,0.211739297629337,0.214321548022425,0.194542339643357,0.128227671772835,0.0310228305728521,0.493258726522802,0.153721211005379,0.252387169018675,0.0878858288717239,0.262580788184809,0.0258195345750374
"GOOGL",0.394875935304201,0.236070508314517,0.295395849340243,-0.016155195064264,0.0663620158432305,0.305240729871766,0.0567930639542457,0.15017124437463,0.350697447169398,0.199917478409902,0.996690873099476,1,0.161446452421498,0.146439017052906,0.211315878038089,0.215789847854222,0.19499666477094,0.124683067859554,0.0317479283602523,0.50467145004541,0.145126626380657,0.255023548068539,0.0875347016606977,0.264942531607055,0.0219910319222695
"GS",0.259361394962968,0.785927199044631,0.549141054928384,0.0795709516252948,0.048540629812541,0.210219135900679,0.094195612582007,0.0677116008195548,0.176107964168277,0.239276456023667,0.158807019517129,0.161446452421498,1,0.240838035741773,0.269875998293771,0.249605188406103,0.613416894031229,0.0995557686237051,0.147997414289384,0.236702136793783,0.307157744396193,0.163021526687413,0.15949491410559,0.193179012915401,0.17992579888883
"HPE",0.316362843887813,0.336642344654708,0.356369175448524,0.0624858473270049,0.133883169959262,0.251597741753357,0.1310401613308,0.0298375344667161,0.212456637148918,0.155948252684972,0.146405046350018,0.146439017052906,0.240838035741773,1,0.288044311903258,0.300045274585948,0.318234037734644,0.0735499809064255,0.115180660182741,0.341383871545486,0.183572285109534,0.143132671698499,0.128853725716848,0.350286224000334,0.0943347367379408
"IBM",0.335484169310048,0.333298126177307,0.454056491431186,0.119797092751683,0.156579070260777,0.263695538439254,0.223668480896736,0.157788047984363,0.185215246082511,0.223084356195325,0.211739297629337,0.211315878038089,0.269875998293771,0.288044311903258,1,0.285720014159255,0.377116698925594,0.0920834508124206,0.160807720453658,0.334593382732938,0.234523512810708,0.336292920310275,0.184233866204763,0.244236202234024,0.24756985761913
"INTC",0.422357423399172,0.267639916745346,0.301576553652033,0.0671687104830103,0.0658425416198562,0.296963479626619,0.108714720730372,0.0845123818263634,0.208019709725672,0.180765221296557,0.214321548022425,0.215789847854222,0.249605188406103,0.300045274585948,0.285720014159255,1,0.270079379851851,0.092717298365974,0.0544218026205475,0.363262366922636,0.237603085052808,0.197619048959306,0.221835538359202,0.429342327723989,0.152505374346507
"JPM",0.308071688598769,0.75604581423245,0.622153423383138,0.174391636031579,0.0750165267272489,0.26285426762392,0.152543585502378,0.125743154785505,0.183134521486822,0.295884002451555,0.194542339643357,0.19499666477094,0.613416894031229,0.318234037734644,0.377116698925594,0.270079379851851,1,0.0726721697501805,0.183609559258008,0.312001692809097,0.256913084583623,0.256522215026292,0.134235099602755,0.271434424962846,0.198582370705619
"KO",0.0932330289953866,0.12845369081632,0.128117885474243,0.125358841980182,0.0208686959376069,0.0827018438741375,-0.00577697828602515,-0.00886705075066557,-0.0017111201389118,0.115315242176738,0.128227671772835,0.124683067859554,0.0995557686237051,0.0735499809064255,0.0920834508124206,0.092717298365974,0.0726721697501805,1,0.124435900940677,0.120608810101608,0.165707950341638,0.0789867821296722,0.125184522050064,0.0796522458579327,0.0340960590219796
"MCD",0.0858585005458124,0.233083687463987,0.180097314560004,0.333290396374821,0.170507489356577,0.115596225755197,0.110846561023618,0.0120252436757042,0.170998523751488,0.121316016377221,0.0310228305728521,0.0317479283602523,0.147997414289384,0.115180660182741,0.160807720453658,0.0544218026205475,0.183609559258008,0.124435900940677,1,0.175847771656989,0.243687567778244,0.128508860975396,0.199642376595405,-0.0356031235267947,-0.0856213522042949
"MSFT",0.612912105917802,0.346472575654717,0.456912140848919,0.157513702661215,0.137640468939675,0.52497023038299,0.105488129536616,0.224448764483675,0.482078532271572,0.466927291758344,0.493258726522802,0.50467145004541,0.236702136793783,0.341383871545486,0.334593382732938,0.363262366922636,0.312001692809097,0.120608810101608,0.175847771656989,1,0.275179810860046,0.304393690518462,0.219064359601278,0.473534600046962,0.121787248251334
"NDAQ",0.281576064854461,0.356625078193676,0.347075976843941,0.411955577422725,0.214285694444616,0.249541745923768,0.040638717288297,0.0551104458397734,0.18780873659874,0.21871518508784,0.153721211005379,0.145126626380657,0.307157744396193,0.183572285109534,0.234523512810708,0.237603085052808,0.256913084583623,0.165707950341638,0.243687567778244,0.275179810860046,1,0.167326321524073,0.1809959347841,0.219230486939986,0.0893038018599036
"NFLX",0.220996754589819,0.272183738115035,0.246941577877751,0.0695300724810142,0.21084088239932,0.203309159080516,0.0566058421081543,0.115669302121226,0.195072694111362,0.166571384916385,0.252387169018675,0.255023548068539,0.163021526687413,0.143132671698499,0.336292920310275,0.197619048959306,0.256522215026292,0.0789867821296722,0.128508860975396,0.304393690518462,0.167326321524073,1,0.102403142791133,0.194018431665401,0.0681788354963209
"NOC",0.0928548662894535,0.169891474471411,0.175405867243132,0.119094665191336,0.0489651163241435,0.19832171837993,0.0169543317172456,0.0339162438277374,0.115178159491071,0.360092486291566,0.0878858288717239,0.0875347016606977,0.15949491410559,0.128853725716848,0.184233866204763,0.221835538359202,0.134235099602755,0.125184522050064,0.199642376595405,0.219064359601278,0.1809959347841,0.102403142791133,1,0.119102890513384,0.0460921613967267
"NVDA",0.432340872618263,0.286304032366764,0.363983099171463,0.0138689715392005,0.110777286804373,0.285595055474079,0.0980649504111848,0.184584932174629,0.266126265187339,0.239452194412389,0.262580788184809,0.264942531607055,0.193179012915401,0.350286224000334,0.244236202234024,0.429342327723989,0.271434424962846,0.0796522458579327,-0.0356031235267947,0.473534600046962,0.219230486939986,0.194018431665401,0.119102890513384,1,0.126377906207494
"QCOM",0.167169299473305,0.0477425288908926,0.242570585359598,-0.0498278070496532,-0.00161458851841867,0.113474458599828,-0.00431415589832148,0.0835986835964816,-0.0254863095020249,0.126958425780131,0.0258195345750374,0.0219910319222695,0.17992579888883,0.0943347367379408,0.24756985761913,0.152505374346507,0.198582370705619,0.0340960590219796,-0.0856213522042949,0.121787248251334,0.0893038018599036,0.0681788354963209,0.0460921613967267,0.126377906207494,1
